Gene stable ID	Gene stable ID version	Gene description	Gene name
ENSG00000234277	ENSG00000234277.3	long intergenic non-protein coding RNA 1641 [Source:HGNC Symbol;Acc:HGNC:52428]	LINC01641
ENSG00000232864	ENSG00000232864.1	nuclear casein kinase and cyclin dependent kinase substrate 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51943]	NUCKS1P1
ENSG00000242757	ENSG00000242757.1	ribosomal protein S18 (RPS18) pseudogene	
ENSG00000224834	ENSG00000224834.1	basic transcription factor 3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:38573]	BTF3P9
ENSG00000201148	ENSG00000201148.1	RNA, 5S ribosomal pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:42818]	RNA5SP42
ENSG00000142698	ENSG00000142698.15	chromosome 1 open reading frame 94 [Source:HGNC Symbol;Acc:HGNC:28250]	C1orf94
ENSG00000167419	ENSG00000167419.11	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]	LPO
ENSG00000169554	ENSG00000169554.23	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]	ZEB2
ENSG00000137747	ENSG00000137747.16	transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808]	TMPRSS13
ENSG00000270241	ENSG00000270241.1	ferritin, heavy polypeptide 1 (FTH1) pseudogene	
ENSG00000121904	ENSG00000121904.19	CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]	CSMD2
ENSG00000205592	ENSG00000205592.16	mucin 19, oligomeric [Source:HGNC Symbol;Acc:HGNC:14362]	MUC19
ENSG00000104804	ENSG00000104804.9	TUB like protein 2 [Source:HGNC Symbol;Acc:HGNC:12424]	TULP2
ENSG00000278687	ENSG00000278687.1	actin-like 8 (ACTL8) pseudogene	
ENSG00000135407	ENSG00000135407.11	advillin [Source:HGNC Symbol;Acc:HGNC:14188]	AVIL
ENSG00000286788	ENSG00000286788.1	novel transcript, antisense to LPO	
ENSG00000105426	ENSG00000105426.19	protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]	PTPRS
ENSG00000005381	ENSG00000005381.9	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]	MPO
ENSG00000289259	ENSG00000289259.2	novel transcript	
ENSG00000289883	ENSG00000289883.1	novel transcript	
ENSG00000286756	ENSG00000286756.3	novel transcript	
ENSG00000290061	ENSG00000290061.1	novel transcript	
ENSG00000251562	ENSG00000251562.10	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]	MALAT1
ENSG00000270117	ENSG00000270117.2	novel transcript	
ENSG00000005379	ENSG00000005379.17	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	TSPOAP1
ENSG00000133884	ENSG00000133884.11	double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]	DPF2
ENSG00000163344	ENSG00000163344.6	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]	PMVK
ENSG00000212345	ENSG00000212345.1	RNA, U6 small nuclear 700, pseudogene [Source:HGNC Symbol;Acc:HGNC:47663]	RNU6-700P
ENSG00000233719	ENSG00000233719.4	GOT2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4436]	GOT2P3
ENSG00000272917	ENSG00000272917.1	novel transcript	
ENSG00000256442	ENSG00000256442.2	novel transcript	
ENSG00000257027	ENSG00000257027.1	novel transcript	
ENSG00000179934	ENSG00000179934.7	C-C motif chemokine receptor 8 [Source:HGNC Symbol;Acc:HGNC:1609]	CCR8
ENSG00000104960	ENSG00000104960.15	PTOV1 extended AT-hook containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:9632]	PTOV1
ENSG00000069493	ENSG00000069493.15	C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]	CLEC2D
ENSG00000270361	ENSG00000270361.1	novel transcript	
ENSG00000228168	ENSG00000228168.1	heterogeneous nuclear ribonucleoprotein A1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:39539]	HNRNPA1P21
ENSG00000163346	ENSG00000163346.17	PBX homeobox interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21199]	PBXIP1
ENSG00000238267	ENSG00000238267.1	centromere protein P (CENPP) pseudogene	
ENSG00000223668	ENSG00000223668.1	eukaryotic translation elongation factor 1 alpha 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:37897]	EEF1A1P24
ENSG00000144659	ENSG00000144659.13	solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054]	SLC25A38
ENSG00000289279	ENSG00000289279.1	novel transcript, sense intronic to MOBP	
ENSG00000284158	ENSG00000284158.1	microRNA 6822 [Source:HGNC Symbol;Acc:HGNC:49999]	MIR6822
ENSG00000144655	ENSG00000144655.15	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]	CSRNP1
ENSG00000166439	ENSG00000166439.6	ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]	RNF169
ENSG00000284669	ENSG00000284669.1	novel transcript, antisense CSRNP1	
ENSG00000268154	ENSG00000268154.2	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	Metazoa_SRP
ENSG00000283849	ENSG00000283849.1	novel transcript, antisense CSRNP1	
ENSG00000163348	ENSG00000163348.4	pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]	PYGO2
ENSG00000214305	ENSG00000214305.4	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	Metazoa_SRP
ENSG00000287620	ENSG00000287620.1	novel transcript	
ENSG00000278879	ENSG00000278879.1	TEC	
ENSG00000168334	ENSG00000168334.9	xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]	XIRP1
ENSG00000242999	ENSG00000242999.3	RNA, 7SL, cytoplasmic 239, pseudogene [Source:HGNC Symbol;Acc:HGNC:46255]	RN7SL239P
ENSG00000241170	ENSG00000241170.3	ribosomal protein L31 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35559]	RPL31P46
ENSG00000286943	ENSG00000286943.1	novel transcript, antisense to XRRA1	
ENSG00000118363	ENSG00000118363.13	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	SPCS2
ENSG00000287995	ENSG00000287995.1	novel transcript	
ENSG00000271380	ENSG00000271380.1	novel transcript, antisense to SHC1 and PYGO2	
ENSG00000215034	ENSG00000215034.4	DSTN pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44548]	DSTNP4
ENSG00000168329	ENSG00000168329.14	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	CX3CR1
ENSG00000160691	ENSG00000160691.19	SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]	SHC1
ENSG00000270367	ENSG00000270367.1	Adenosine deaminase domain-containing protein 1, pseudogene	
ENSG00000286689	ENSG00000286689.1	novel transcript	
ENSG00000131386	ENSG00000131386.20	polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531]	GALNT15
ENSG00000213443	ENSG00000213443.2	nucleophosmin 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:7927]	NPM1P7
ENSG00000256582	ENSG00000256582.1	long intergenic non-protein coding RNA 2390 [Source:HGNC Symbol;Acc:HGNC:53317]	LINC02390
ENSG00000110848	ENSG00000110848.8	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	CD69
ENSG00000200152	ENSG00000200152.1	RNA, U6 small nuclear 216, pseudogene [Source:HGNC Symbol;Acc:HGNC:47179]	RNU6-216P
ENSG00000162139	ENSG00000162139.10	neuraminidase 3 [Source:HGNC Symbol;Acc:HGNC:7760]	NEU3
ENSG00000284353	ENSG00000284353.1	microRNA 142 [Source:HGNC Symbol;Acc:HGNC:31529]	MIR142
ENSG00000264399	ENSG00000264399.1	microRNA 4736 [Source:HGNC Symbol;Acc:HGNC:41804]	MIR4736
ENSG00000213246	ENSG00000213246.7	SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]	SUPT4H1
ENSG00000256912	ENSG00000256912.1	GCNA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52401]	GCNAP1
ENSG00000150045	ENSG00000150045.12	killer cell lectin like receptor F1 [Source:HGNC Symbol;Acc:HGNC:13342]	KLRF1
ENSG00000285654	ENSG00000285654.1	Novel transcript	
ENSG00000154813	ENSG00000154813.10	diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717]	DPH3
ENSG00000234611	ENSG00000234611.1	olfactory receptor family 2 subfamily AT member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:19619]	OR2AT2P
ENSG00000213333	ENSG00000213333.3	nucleophosmin 1 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:45229]	NPM1P50
ENSG00000248671	ENSG00000248671.9	ALG1 like 9, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:285407]	ALG1L9P
ENSG00000285897	ENSG00000285897.1	novel transcript	
ENSG00000154814	ENSG00000154814.14	oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]	OXNAD1
ENSG00000108375	ENSG00000108375.13	ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505]	RNF43
ENSG00000291230	ENSG00000291230.1	novel transcript	
ENSG00000255403	ENSG00000255403.1	heat shock protein family D (Hsp60) member 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:35138]	HSPD1P13
ENSG00000222663	ENSG00000222663.1	RNA, U4 small nuclear 55, pseudogene [Source:HGNC Symbol;Acc:HGNC:46991]	RNU4-55P
ENSG00000252081	ENSG00000252081.1	RNA, U6 small nuclear 277, pseudogene [Source:HGNC Symbol;Acc:HGNC:47240]	RNU6-277P
ENSG00000285813	ENSG00000285813.1	novel transcript, antisense to MSANTD4	
ENSG00000170903	ENSG00000170903.12	Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383]	MSANTD4
ENSG00000131400	ENSG00000131400.9	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	NAPSA
ENSG00000182359	ENSG00000182359.15	kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934]	KBTBD3
ENSG00000110852	ENSG00000110852.5	C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]	CLEC2B
ENSG00000149313	ENSG00000149313.11	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]	AASDHPPT
ENSG00000255882	ENSG00000255882.1	novel transcript	
ENSG00000256797	ENSG00000256797.1	killer cell lectin like receptor F2 [Source:HGNC Symbol;Acc:HGNC:37646]	KLRF2
ENSG00000188393	ENSG00000188393.9	C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]	CLEC2A
ENSG00000092929	ENSG00000092929.13	unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]	UNC13D
ENSG00000254433	ENSG00000254433.1	novel transcript	
ENSG00000270739	ENSG00000270739.1	THAP domain containing 5. pseudogene	
ENSG00000271964	ENSG00000271964.1	novel transcript, antisense to RFTN1	
ENSG00000272498	ENSG00000272498.1	novel transcript, antisense to RFTN1	
ENSG00000287846	ENSG00000287846.1	SET domain and mariner transposase fusion gene (SETMAR) pseudogene	
ENSG00000272529	ENSG00000272529.1	novel transcript, antisense to RFTN1	
ENSG00000254580	ENSG00000254580.1	long intergenic non-protein coding RNA 2719 [Source:HGNC Symbol;Acc:HGNC:54236]	LINC02719
ENSG00000287377	ENSG00000287377.1	novel transcript, antisense to RFTN1	
ENSG00000254827	ENSG00000254827.7	SLC22A18 antisense RNA [Source:HGNC Symbol;Acc:HGNC:10965]	SLC22A18AS
ENSG00000167634	ENSG00000167634.12	NLR family pyrin domain containing 7 [Source:HGNC Symbol;Acc:HGNC:22947]	NLRP7
ENSG00000224085	ENSG00000224085.3	ribosomal protein L23a pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:35634]	RPL23AP41
ENSG00000114120	ENSG00000114120.14	solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]	SLC25A36
ENSG00000231560	ENSG00000231560.1	CLEC12A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53407]	CLEC12A-AS1
ENSG00000172322	ENSG00000172322.14	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]	CLEC12A
ENSG00000205531	ENSG00000205531.14	nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]	NAP1L4
ENSG00000174501	ENSG00000174501.15	ankyrin repeat domain 36C [Source:HGNC Symbol;Acc:HGNC:32946]	ANKRD36C
ENSG00000248773	ENSG00000248773.1	novel transcript	
ENSG00000251270	ENSG00000251270.1	novel transcript	
ENSG00000287155	ENSG00000287155.1	novel transcript, antisense to PXYLP1	
ENSG00000241400	ENSG00000241400.1	ribosomal protein L31 (RPL31) pseudogene	
ENSG00000249540	ENSG00000249540.1	PHD finger protein 5A (PHF5A) pseudogene	
ENSG00000072609	ENSG00000072609.18	checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]	CHFR
ENSG00000163913	ENSG00000163913.14	intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556]	IFT122
ENSG00000131037	ENSG00000131037.15	EPS8 like 1 [Source:HGNC Symbol;Acc:HGNC:21295]	EPS8L1
ENSG00000153086	ENSG00000153086.14	aminocarboxymuconate semialdehyde decarboxylase [Source:HGNC Symbol;Acc:HGNC:19288]	ACMSD
ENSG00000286190	ENSG00000286190.2	novel protein	
ENSG00000282980	ENSG00000282980.1	zinc finger, CCHC domain containing 9 (ZCCHC9) pseudogene	
ENSG00000288993	ENSG00000288993.1	novel transcript	
ENSG00000178977	ENSG00000178977.4	long intergenic non-protein coding RNA 324 [Source:HGNC Symbol;Acc:HGNC:26628]	LINC00324
ENSG00000288750	ENSG00000288750.1	novel transcript	
ENSG00000178971	ENSG00000178971.17	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]	CTC1
ENSG00000173207	ENSG00000173207.13	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]	CKS1B
ENSG00000263783	ENSG00000263783.1	microRNA 5590 [Source:HGNC Symbol;Acc:HGNC:43541]	MIR5590
ENSG00000176601	ENSG00000176601.14	mitogen-activated protein kinase kinase kinase 19 [Source:HGNC Symbol;Acc:HGNC:26249]	MAP3K19
ENSG00000264349	ENSG00000264349.1	microRNA 4258 [Source:HGNC Symbol;Acc:HGNC:38281]	MIR4258
ENSG00000160688	ENSG00000160688.19	flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671]	FLAD1
ENSG00000235974	ENSG00000235974.2	vomeronasal 2 receptor 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:33225]	VN2R19P
ENSG00000104823	ENSG00000104823.9	enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]	ECH1
ENSG00000160685	ENSG00000160685.14	zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]	ZBTB7B
ENSG00000154146	ENSG00000154146.13	neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]	NRGN
ENSG00000255045	ENSG00000255045.1	novel transcript	
ENSG00000019102	ENSG00000019102.12	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]	VSIG2
ENSG00000163354	ENSG00000163354.15	DC-STAMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26562]	DCST2
ENSG00000149564	ENSG00000149564.12	endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]	ESAM
ENSG00000163357	ENSG00000163357.11	DC-STAMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26539]	DCST1
ENSG00000201570	ENSG00000201570.1	RNA, U4 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:46992]	RNU4-56P
ENSG00000265327	ENSG00000265327.2	RNA, 7SL, cytoplasmic 411, pseudogene [Source:HGNC Symbol;Acc:HGNC:46427]	RN7SL411P
ENSG00000202517	ENSG00000202517.1		
ENSG00000230274	ENSG00000230274.1	phosphoglycerate mutase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42450]	PGAM1P3
ENSG00000168032	ENSG00000168032.10	ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]	ENTPD3
ENSG00000250073	ENSG00000250073.4	ESAM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55558]	ESAM-AS1
ENSG00000232888	ENSG00000232888.4	ribosomal protein S11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36312]	RPS11P5
ENSG00000252079	ENSG00000252079.1	RNA, U6 small nuclear 327, pseudogene [Source:HGNC Symbol;Acc:HGNC:47290]	RNU6-327P
ENSG00000278949	ENSG00000278949.1	novel transcript	
ENSG00000268083	ENSG00000268083.5	novel protein	
ENSG00000236617	ENSG00000236617.2	CHFR divergent transcript [Source:HGNC Symbol;Acc:HGNC:55658]	CHFR-DT
ENSG00000120458	ENSG00000120458.13	Myb/SANT DNA binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26266]	MSANTD2
ENSG00000255703	ENSG00000255703.1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)  (NHP2L1) pseudogene	
ENSG00000269688	ENSG00000269688.1	novel transcript, sense intronic to HNRNPL	
ENSG00000250790	ENSG00000250790.4	novel transcript	
ENSG00000196458	ENSG00000196458.11	zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]	ZNF605
ENSG00000187994	ENSG00000187994.14	Ras and Rab interactor like [Source:HGNC Symbol;Acc:HGNC:24795]	RINL
ENSG00000279342	ENSG00000279342.2	novel transcript, sense intronic to MSANTD2	
ENSG00000115839	ENSG00000115839.19	RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]	RAB3GAP1
ENSG00000254509	ENSG00000254509.1	endothelial cell adhesion molecule (ESAM) pseudogene	
ENSG00000245498	ENSG00000245498.7	MSANTD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55601]	MSANTD2-AS1
ENSG00000091592	ENSG00000091592.17	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	NLRP1
ENSG00000256563	ENSG00000256563.2	NANOGNB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42159]	NANOGNBP2
ENSG00000198393	ENSG00000198393.8	zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]	ZNF26
ENSG00000269050	ENSG00000269050.1	novel transcript, antisense to RINL	
ENSG00000254941	ENSG00000254941.1	ring finger protein 181 (RNF181) pseudogene	
ENSG00000068903	ENSG00000068903.21	sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886]	SIRT2
ENSG00000154134	ENSG00000154134.15	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	ROBO3
ENSG00000252269	ENSG00000252269.1	RNA, U4atac small nuclear 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:46898]	RNU4ATAC12P
ENSG00000255807	ENSG00000255807.1	PTP4A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41929]	PTP4A1P2
ENSG00000198040	ENSG00000198040.11	zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]	ZNF84
ENSG00000232093	ENSG00000232093.1	DCST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41147]	DCST1-AS1
ENSG00000188846	ENSG00000188846.14	ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]	RPL14
ENSG00000143537	ENSG00000143537.14	ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]	ADAM15
ENSG00000208308	ENSG00000208308.1	small nucleolar RNA, H/ACA box 40B [Source:HGNC Symbol;Acc:HGNC:52204]	SNORA40B
ENSG00000200283	ENSG00000200283.1	Y RNA [Source:RFAM;Acc:RF00019]	Y_RNA
ENSG00000179270	ENSG00000179270.7	photoreceptor cilium actin regulator [Source:HGNC Symbol;Acc:HGNC:34383]	PCARE
ENSG00000229224	ENSG00000229224.2	novel transcript	
ENSG00000286963	ENSG00000286963.1	novel transcript, antisense to ALK	
ENSG00000144152	ENSG00000144152.13	fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]	FBLN7
ENSG00000279466	ENSG00000279466.1	novel transcript	
ENSG00000279817	ENSG00000279817.1	novel transcript	
ENSG00000177873	ENSG00000177873.14	zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910]	ZNF619
ENSG00000285870	ENSG00000285870.1	novel transcript	
ENSG00000246331	ENSG00000246331.2	novel transcript	
ENSG00000235884	ENSG00000235884.4	long intergenic non-protein coding RNA 941 [Source:HGNC Symbol;Acc:HGNC:48635]	LINC00941
ENSG00000258118	ENSG00000258118.1	peptidylprolyl isomerase A pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:53668]	PPIAP44
ENSG00000256232	ENSG00000256232.1	long intergenic non-protein coding RNA 2387 [Source:HGNC Symbol;Acc:HGNC:53313]	LINC02387
ENSG00000283256	ENSG00000283256.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000170456	ENSG00000170456.16	DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]	DENND5B
ENSG00000278962	ENSG00000278962.1	TEC	
ENSG00000144161	ENSG00000144161.14	zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941]	ZC3H8
ENSG00000177842	ENSG00000177842.12	zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]	ZNF620
ENSG00000286545	ENSG00000286545.1	novel transcript, antisense to ZC3H8	
ENSG00000188177	ENSG00000188177.14	zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762]	ZC3H6
ENSG00000199906	ENSG00000199906.1	RNA, U5B small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:34182]	RNU5B-2P
ENSG00000172888	ENSG00000172888.12	zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]	ZNF621
ENSG00000235258	ENSG00000235258.1	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:45254]	NDUFB4P6
ENSG00000236555	ENSG00000236555.1	axin 2 (conductin, axil) (AXIN2) pseudogene	
ENSG00000136546	ENSG00000136546.17	sodium voltage-gated channel alpha subunit 7 [Source:HGNC Symbol;Acc:HGNC:10594]	SCN7A
ENSG00000200388	ENSG00000200388.1	RNA, U6 small nuclear 618, pseudogene [Source:HGNC Symbol;Acc:HGNC:47581]	RNU6-618P
ENSG00000275769	ENSG00000275769.1	novel transcript, sense intronic to DENND5B	
ENSG00000203437	ENSG00000203437.3	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa (TAF10) pseudogene	
ENSG00000256159	ENSG00000256159.1	mitochondrial ribosomal protein L30 (MRPL30) pseudogene	
ENSG00000201228	ENSG00000201228.1	Y RNA [Source:RFAM;Acc:RF00019]	Y_RNA
ENSG00000225349	ENSG00000225349.2	ANKRD49 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54620]	ANKRD49P2
ENSG00000255867	ENSG00000255867.1	DENND5B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42517]	DENND5B-AS1
ENSG00000252390	ENSG00000252390.1	RNA, U5F small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:42516]	RNU5F-4P
ENSG00000234067	ENSG00000234067.1	ribosomal protein L5 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:36846]	RPL5P10
ENSG00000231788	ENSG00000231788.4	ribosomal protein L31 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:36799]	RPL31P50
ENSG00000226845	ENSG00000226845.1	eukaryotic translation elongation factor 1 gamma pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44558]	EEF1GP3
ENSG00000226302	ENSG00000226302.1	novel transcript	
ENSG00000233381	ENSG00000233381.4	adenylate kinase 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21596]	AK4P3
ENSG00000289169	ENSG00000289169.1	novel transcript	
ENSG00000229072	ENSG00000229072.1	high mobility group nucleosomal binding domain 2 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:39389]	HMGN2P24
ENSG00000231873	ENSG00000231873.2	novel transcript	
ENSG00000234287	ENSG00000234287.1	ribosomal protein S27 (RPS27) pseudogene	
ENSG00000254568	ENSG00000254568.1	novel transcript	
ENSG00000287415	ENSG00000287415.1	novel transcript	
ENSG00000233096	ENSG00000233096.1	novel transcript	
ENSG00000154133	ENSG00000154133.15	roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]	ROBO4
ENSG00000233919	ENSG00000233919.1	novel transcript	
ENSG00000275256	ENSG00000275256.1	mitochondrial ribosomal protein S31 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29763]	MRPS31P1
ENSG00000090615	ENSG00000090615.16	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]	GOLGA3
